date,symbol,dividend,split
2017-11-01,HINDZINC,2.0,0.0
2018-03-23,HINDZINC,6.0,0.0
2018-10-31,HINDZINC,20.0,0.0
2020-05-19,HINDZINC,16.5,0.0
2020-10-27,HINDZINC,21.3,0.0
2021-12-14,HINDZINC,18.0,0.0
2022-07-20,HINDZINC,21.0,0.0
2022-11-23,HINDZINC,15.5,0.0
2023-01-30,HINDZINC,13.0,0.0
2023-03-29,HINDZINC,26.0,0.0
2023-07-14,HINDZINC,7.0,0.0
2023-12-14,HINDZINC,6.0,0.0
2024-05-15,HINDZINC,10.0,0.0
2024-08-28,HINDZINC,19.0,0.0
2025-06-17,HINDZINC,10.0,0.0
2026-04-30,HINDZINC,11.0,0.0
2002-07-02,BANKBARODA,0.8,0.0
2003-02-26,BANKBARODA,0.4,0.0
2003-07-21,BANKBARODA,0.8,0.0
2003-12-11,BANKBARODA,0.6,0.0
2004-06-02,BANKBARODA,0.7,0.0
2005-02-16,BANKBARODA,0.36,0.0
2005-05-30,BANKBARODA,0.64,0.0
2006-06-29,BANKBARODA,1.0,0.0
2007-03-22,BANKBARODA,0.6,0.0
2007-06-21,BANKBARODA,0.6,0.0
2008-07-17,BANKBARODA,1.6,0.0
2009-06-18,BANKBARODA,1.8,0.0
2010-06-24,BANKBARODA,3.0,0.0
2011-06-23,BANKBARODA,3.3,0.0
2012-06-14,BANKBARODA,3.4,0.0
2013-06-13,BANKBARODA,4.3,0.0
2014-01-20,BANKBARODA,2.2,0.0
2014-06-12,BANKBARODA,2.1,0.0
2015-01-22,BANKBARODA,0.0,5.0
2015-06-16,BANKBARODA,3.2,0.0
2017-06-22,BANKBARODA,1.2,0.0
2022-06-17,BANKBARODA,2.85,0.0
2023-06-30,BANKBARODA,5.5,0.0
2024-06-28,BANKBARODA,7.6,0.0
2025-06-06,BANKBARODA,8.35,0.0
2026-06-05,BANKBARODA,8.5,0.0
2007-05-30,PETRONET,0.625,0.0
2008-05-22,PETRONET,0.75,0.0
2009-06-11,PETRONET,0.875,0.0
2010-06-10,PETRONET,0.875,0.0
2011-06-16,PETRONET,1.0,0.0
2012-06-21,PETRONET,1.25,0.0
2013-06-20,PETRONET,1.25,0.0
2014-09-04,PETRONET,1.0,0.0
2015-09-15,PETRONET,1.0,0.0
2016-09-12,PETRONET,1.25,0.0
2017-07-03,PETRONET,0.0,2.0
2017-09-07,PETRONET,2.5,0.0
2018-09-06,PETRONET,4.5,0.0
2018-11-15,PETRONET,5.5,0.0
2019-08-19,PETRONET,4.5,0.0
2019-11-07,PETRONET,5.5,0.0
2020-07-15,PETRONET,7.0,0.0
2020-11-23,PETRONET,8.0,0.0
2021-07-01,PETRONET,3.5,0.0
2021-11-17,PETRONET,7.0,0.0
2022-07-04,PETRONET,4.5,0.0
2022-11-21,PETRONET,7.0,0.0
2023-08-18,PETRONET,3.0,0.0
2023-11-10,PETRONET,7.0,0.0
2024-07-12,PETRONET,3.0,0.0
2024-11-08,PETRONET,7.0,0.0
2025-07-04,PETRONET,3.0,0.0
2025-11-14,PETRONET,7.0,0.0
2026-06-12,PETRONET,3.0,0.0
2008-03-28,ABBOTINDIA,17.5,
2009-03-09,ABBOTINDIA,14.0,
2010-03-03,ABBOTINDIA,17.0,
2011-04-19,ABBOTINDIA,17.0,
2012-05-04,ABBOTINDIA,17.0,
2013-04-16,ABBOTINDIA,17.0,
2014-07-23,ABBOTINDIA,23.0,
2015-07-22,ABBOTINDIA,31.0,
2016-07-08,ABBOTINDIA,35.0,
2017-07-10,ABBOTINDIA,40.0,
2018-07-10,ABBOTINDIA,55.0,
2019-08-13,ABBOTINDIA,65.0,
2020-08-28,ABBOTINDIA,250.0,
2021-07-19,ABBOTINDIA,275.0,
2022-08-02,ABBOTINDIA,275.0,
2023-07-21,ABBOTINDIA,325.0,
2024-07-19,ABBOTINDIA,410.0,
2025-07-25,ABBOTINDIA,475.0,
2026-07-24,ABBOTINDIA,656.0,
2016-03-18,ALKEM,9.7,
2016-11-23,ALKEM,6.0,
2017-08-31,ALKEM,9.0,
2018-02-16,ALKEM,6.0,
2018-08-23,ALKEM,7.0,
2019-02-15,ALKEM,8.0,
2019-08-19,ALKEM,8.0,
2020-02-13,ALKEM,22.0,
2020-08-10,ALKEM,3.0,
2021-02-11,ALKEM,25.0,
2021-08-09,ALKEM,5.0,
2022-02-10,ALKEM,30.0,
2022-08-08,ALKEM,4.0,
2023-02-17,ALKEM,40.0,
2023-08-10,ALKEM,10.0,
2024-02-16,ALKEM,35.0,
2024-08-09,ALKEM,5.0,
2025-02-14,ALKEM,37.0,
2025-08-08,ALKEM,8.0,
2026-02-20,ALKEM,43.0,
2026-08-07,ALKEM,10.0,
2004-09-14,IGL,0.15,0.0
2005-09-02,IGL,0.2,0.0
2006-09-04,IGL,0.25,0.0
2007-09-04,IGL,0.3,0.0
2008-07-14,IGL,0.4,0.0
2009-07-20,IGL,0.4,0.0
2010-08-17,IGL,0.45,0.0
2011-07-19,IGL,0.5,0.0
2012-07-24,IGL,0.5,0.0
2013-08-20,IGL,0.55,0.0
2014-09-02,IGL,0.55,0.0
2015-09-09,IGL,0.6,0.0
2016-09-16,IGL,0.6,0.0
2016-11-29,IGL,0.35,0.0
2017-09-18,IGL,0.5,0.0
2017-11-09,IGL,0.0,5.0
2018-09-14,IGL,1.0,0.0
2019-09-12,IGL,1.2,0.0
2020-09-17,IGL,1.4,0.0
2021-09-16,IGL,1.8,0.0
2022-09-15,IGL,2.75,0.0
2023-02-07,IGL,1.5,0.0
2023-03-31,IGL,5.0,0.0
2023-11-15,IGL,2.0,0.0
2024-09-13,IGL,2.5,0.0
2024-11-12,IGL,2.75,0.0
2025-01-31,IGL,0.0,2.0
2025-09-15,IGL,1.5,0.0
2026-02-18,IGL,3.25,0.0
2001-09-12,AUROPHARMA,0.15,0.0
2002-09-19,AUROPHARMA,0.15,0.0
2003-09-08,AUROPHARMA,0.175,0.0
2003-10-23,AUROPHARMA,0.0,2.0
2004-07-22,AUROPHARMA,0.225,0.0
2005-09-20,AUROPHARMA,0.05,0.0
2006-09-08,AUROPHARMA,0.15,0.0
2007-09-14,AUROPHARMA,0.25,0.0
2008-08-11,AUROPHARMA,0.325,0.0
2009-02-05,AUROPHARMA,0.3,0.0
2009-12-16,AUROPHARMA,0.15,0.0
2010-02-05,AUROPHARMA,0.3,0.0
2010-09-13,AUROPHARMA,1.0,0.0
2010-11-11,AUROPHARMA,0.5,0.0
2011-02-10,AUROPHARMA,0.0,5.0
2011-07-20,AUROPHARMA,0.5,0.0
2012-07-30,AUROPHARMA,0.5,0.0
2013-02-18,AUROPHARMA,0.5,0.0
2013-07-30,AUROPHARMA,0.25,0.0
2013-11-19,AUROPHARMA,0.625,0.0
2014-06-11,AUROPHARMA,0.875,0.0
2014-08-13,AUROPHARMA,0.75,0.0
2015-02-16,AUROPHARMA,1.0,0.0
2015-06-08,AUROPHARMA,0.5,0.0
2015-07-20,AUROPHARMA,0.0,2.0
2015-08-21,AUROPHARMA,0.5,0.0
2015-11-19,AUROPHARMA,0.6,0.0
2016-02-18,AUROPHARMA,0.7,0.0
2016-06-09,AUROPHARMA,0.7,0.0
2016-11-24,AUROPHARMA,1.25,0.0
2017-06-08,AUROPHARMA,1.25,0.0
2017-11-21,AUROPHARMA,1.5,0.0
2018-02-20,AUROPHARMA,1.0,0.0
2018-11-20,AUROPHARMA,1.25,0.0
2019-02-15,AUROPHARMA,1.25,0.0
2019-11-21,AUROPHARMA,1.25,0.0
2020-02-17,AUROPHARMA,1.75,0.0
2020-08-21,AUROPHARMA,1.25,0.0
2020-11-23,AUROPHARMA,1.25,0.0
2021-02-22,AUROPHARMA,1.5,0.0
2021-08-27,AUROPHARMA,1.5,0.0
2021-11-17,AUROPHARMA,1.5,0.0
2022-02-18,AUROPHARMA,1.5,0.0
2022-06-06,AUROPHARMA,4.5,0.0
2023-02-17,AUROPHARMA,3.0,0.0
2023-11-20,AUROPHARMA,3.0,0.0
2024-02-20,AUROPHARMA,1.5,0.0
2025-08-08,AUROPHARMA,4.0,0.0
1997-07-14,HINDPETRO,0.395062,0.0
1999-06-30,HINDPETRO,1.08642,0.0
1999-10-11,HINDPETRO,0.0,1.5
2000-04-17,HINDPETRO,1.185185,0.0
2000-07-27,HINDPETRO,0.444444,0.0
2001-08-16,HINDPETRO,1.481481,0.0
2002-08-02,HINDPETRO,1.481481,0.0
2003-02-03,HINDPETRO,0.296296,0.0
2003-09-05,HINDPETRO,2.666667,0.0
2003-12-29,HINDPETRO,0.888889,0.0
2004-08-23,HINDPETRO,2.37037,0.0
2004-12-14,HINDPETRO,0.740741,0.0
2005-09-02,HINDPETRO,1.481481,0.0
2006-08-18,HINDPETRO,0.444444,0.0
2006-12-27,HINDPETRO,0.888889,0.0
2007-08-17,HINDPETRO,1.777778,0.0
2008-09-02,HINDPETRO,0.444444,0.0
2009-08-13,HINDPETRO,0.777778,0.0
2010-09-03,HINDPETRO,1.777778,0.0
2011-09-08,HINDPETRO,2.074074,0.0
2012-08-30,HINDPETRO,1.259259,0.0
2013-08-14,HINDPETRO,1.259259,0.0
2014-08-12,HINDPETRO,2.296296,0.0
2015-09-02,HINDPETRO,3.62963,0.0
2016-02-11,HINDPETRO,1.703704,0.0
2016-03-17,HINDPETRO,1.037037,0.0
2016-07-28,HINDPETRO,2.37037,0.0
2016-09-14,HINDPETRO,0.0,3.0
2017-03-01,HINDPETRO,10.0,0.0
2017-03-24,HINDPETRO,2.844444,0.0
2017-07-11,HINDPETRO,0.488889,1.5
2018-02-28,HINDPETRO,9.666667,0.0
2018-06-28,HINDPETRO,1.666667,0.0
2019-02-14,HINDPETRO,4.333333,0.0
2019-06-06,HINDPETRO,6.266667,0.0
2020-07-02,HINDPETRO,6.5,0.0
2021-07-08,HINDPETRO,15.166667,0.0
2022-08-22,HINDPETRO,9.333333,0.0
2024-02-07,HINDPETRO,10.0,0.0
2024-06-21,HINDPETRO,0.0,1.5
2024-08-09,HINDPETRO,11.0,0.0
2025-08-14,HINDPETRO,10.5,0.0
2025-11-06,HINDPETRO,5.0,0.0
2026-08-14,HINDPETRO,19.25,0.0
2008-04-10,NMDC,0.0,10.0
2008-05-21,NMDC,0.0,3.0
2008-08-04,NMDC,0.18,0.0
2009-02-18,NMDC,0.343333,0.0
2009-02-19,NMDC,0.343333,0.0
2009-08-20,NMDC,0.393333,0.0
2010-02-04,NMDC,0.25,0.0
2010-07-29,NMDC,0.333333,0.0
2011-02-10,NMDC,0.383333,0.0
2011-09-15,NMDC,0.716667,0.0
2011-11-17,NMDC,0.333333,0.0
2012-02-09,NMDC,0.333333,0.0
2012-09-13,NMDC,0.833333,0.0
2012-11-22,NMDC,0.666667,0.0
2013-02-28,NMDC,0.333333,0.0
2013-09-19,NMDC,1.333333,0.0
2013-11-07,NMDC,1.0,0.0
2014-02-17,NMDC,1.833333,0.0
2014-11-13,NMDC,1.0,0.0
2015-02-18,NMDC,1.416667,0.0
2015-09-21,NMDC,0.433333,0.0
2016-02-24,NMDC,3.166667,0.0
2016-03-30,NMDC,0.5,0.0
2017-03-16,NMDC,1.383333,0.0
2017-09-14,NMDC,0.333333,0.0
2018-03-27,NMDC,1.433333,0.0
2019-03-22,NMDC,1.84,0.0
2020-02-18,NMDC,1.763333,0.0
2021-03-22,NMDC,2.586667,0.0
2021-12-14,NMDC,3.003333,0.0
2022-02-17,NMDC,1.91,0.0
2023-02-24,NMDC,1.25,0.0
2023-08-31,NMDC,0.95,0.0
2024-02-27,NMDC,1.916667,0.0
2024-09-17,NMDC,0.5,0.0
2024-12-27,NMDC,0.0,3.0
2025-03-21,NMDC,2.3,0.0
2025-08-14,NMDC,1.0,0.0
2026-02-13,NMDC,2.5,0.0
2015-08-26,JUBLFOOD,0.25,0.0
2016-08-24,JUBLFOOD,0.25,0.0
2017-08-18,JUBLFOOD,0.25,0.0
2018-06-21,JUBLFOOD,0.0,2.0
2018-09-18,JUBLFOOD,0.5,0.0
2019-09-16,JUBLFOOD,1.0,0.0
2020-03-09,JUBLFOOD,1.2,0.0
2021-08-06,JUBLFOOD,1.2,0.0
2022-04-19,JUBLFOOD,0.0,5.0
2022-07-08,JUBLFOOD,1.2,0.0
2023-07-12,JUBLFOOD,1.2,0.0
2024-07-12,JUBLFOOD,1.2,0.0
2025-07-18,JUBLFOOD,1.2,0.0
2026-07-17,JUBLFOOD,1.2,0.0
2002-01-24,LUPIN,0.25,0.0
2002-08-14,LUPIN,0.25,0.0
2003-07-15,LUPIN,0.5,0.0
2004-07-13,LUPIN,0.65,0.0
2005-07-15,LUPIN,0.65,0.0
2006-07-07,LUPIN,0.65,0.0
2006-08-11,LUPIN,0.0,2.0
2007-07-10,LUPIN,1.0,0.0
2008-07-11,LUPIN,2.0,0.0
2009-07-20,LUPIN,2.5,0.0
2010-07-19,LUPIN,2.7,0.0
2010-08-27,LUPIN,0.0,5.0
2011-07-18,LUPIN,3.0,0.0
2012-07-13,LUPIN,3.2,0.0
2013-07-29,LUPIN,4.0,0.0
2014-02-13,LUPIN,3.0,0.0
2014-07-21,LUPIN,3.0,0.0
2015-07-14,LUPIN,7.5,0.0
2016-07-25,LUPIN,7.5,0.0
2017-07-24,LUPIN,7.5,0.0
2018-07-30,LUPIN,5.0,0.0
2019-07-29,LUPIN,5.0,0.0
2020-08-03,LUPIN,6.0,0.0
2021-07-27,LUPIN,6.5,0.0
2022-07-14,LUPIN,4.0,0.0
2023-07-14,LUPIN,4.0,0.0
2024-07-16,LUPIN,8.0,0.0
2025-07-25,LUPIN,12.0,0.0
2026-07-17,LUPIN,18.0,0.0
2000-04-28,ZYDUSLIFE,0.4,0.0
2001-06-18,ZYDUSLIFE,0.4,0.0
2002-09-11,ZYDUSLIFE,0.466667,0.0
2003-09-24,ZYDUSLIFE,0.466667,0.0
2004-07-14,ZYDUSLIFE,0.8,0.0
2005-07-14,ZYDUSLIFE,0.8,0.0
2006-07-13,ZYDUSLIFE,0.8,0.0
2007-07-12,ZYDUSLIFE,0.533333,0.0
2008-07-10,ZYDUSLIFE,0.6,0.0
2009-07-16,ZYDUSLIFE,0.6,0.0
2010-04-05,ZYDUSLIFE,0.0,1.5
2010-07-15,ZYDUSLIFE,1.0,0.0
2011-07-07,ZYDUSLIFE,1.25,0.0
2012-07-26,ZYDUSLIFE,1.5,0.0
2013-06-11,ZYDUSLIFE,1.5,0.0
2014-07-17,ZYDUSLIFE,1.8,0.0
2015-07-30,ZYDUSLIFE,2.4,0.0
2015-10-06,ZYDUSLIFE,0.0,5.0
2016-03-17,ZYDUSLIFE,3.2,0.0
2017-03-16,ZYDUSLIFE,3.2,0.0
2018-07-31,ZYDUSLIFE,3.5,0.0
2019-07-25,ZYDUSLIFE,3.5,0.0
2020-03-23,ZYDUSLIFE,3.5,0.0
2021-07-28,ZYDUSLIFE,3.5,0.0
2022-07-28,ZYDUSLIFE,2.5,0.0
2023-07-28,ZYDUSLIFE,6.0,0.0
2024-07-26,ZYDUSLIFE,3.0,0.0
2025-07-25,ZYDUSLIFE,11.0,0.0
2026-07-24,ZYDUSLIFE,1.0,0.0
2004-07-01,BIOCON,0.083333,0.0
2005-06-29,BIOCON,0.166667,0.0
2006-06-29,BIOCON,0.208333,0.0
2007-06-28,BIOCON,0.25,0.0
2008-07-03,BIOCON,0.416667,0.0
2008-09-11,BIOCON,0.0,2.0
2009-07-08,BIOCON,0.5,0.0
2010-07-08,BIOCON,0.583333,0.0
2011-05-05,BIOCON,0.25,0.0
2011-07-07,BIOCON,0.5,0.0
2012-07-05,BIOCON,0.833333,0.0
2013-07-11,BIOCON,1.25,0.0
2014-07-10,BIOCON,0.833333,0.0
2015-04-09,BIOCON,0.833333,0.0
2016-03-17,BIOCON,0.833333,0.0
2017-06-15,BIOCON,0.0,3.0
2017-07-20,BIOCON,0.5,0.0
2018-07-19,BIOCON,0.5,0.0
2019-06-12,BIOCON,0.0,2.0
2019-07-18,BIOCON,0.5,0.0
2022-06-30,BIOCON,0.5,0.0
2023-07-07,BIOCON,1.5,0.0
2024-07-05,BIOCON,0.5,0.0
2025-07-04,BIOCON,0.5,0.0
2026-07-03,BIOCON,0.5,0.0
2024-08-16,GLAND,20.0,
2025-08-14,GLAND,18.0,
2026-08-11,GLAND,20.0,
2018-07-12,BANDHANBNK,1.0,
2019-06-20,BANDHANBNK,3.0,
2021-07-29,BANDHANBNK,1.0,
2023-08-11,BANDHANBNK,1.5,
2024-08-13,BANDHANBNK,1.5,
2025-08-14,BANDHANBNK,1.5,
2026-08-17,BANDHANBNK,1.5,
2013-06-20,INDUSTOWER,3.0,
2014-07-24,INDUSTOWER,8.9,
2015-08-03,INDUSTOWER,6.5,
2016-08-09,INDUSTOWER,3.0,
2017-03-31,INDUSTOWER,12.0,
2017-07-20,INDUSTOWER,4.0,
2018-07-19,INDUSTOWER,14.0,
2018-11-01,INDUSTOWER,7.5,
2019-05-07,INDUSTOWER,7.5,
2019-08-22,INDUSTOWER,3.65,
2019-12-19,INDUSTOWER,2.75,
2020-05-05,INDUSTOWER,4.1,
2020-08-05,INDUSTOWER,2.3,
2021-02-08,INDUSTOWER,17.82,
2022-05-13,INDUSTOWER,11.0,
2026-08-10,INDUSTOWER,14.0,
2019-03-06,HDFCAMC,6.0,0.0
2019-07-04,HDFCAMC,6.0,0.0
2020-07-09,HDFCAMC,14.0,0.0
2021-06-29,HDFCAMC,17.0,0.0
2022-06-09,HDFCAMC,21.0,0.0
2023-06-09,HDFCAMC,24.0,0.0
2024-06-18,HDFCAMC,35.0,0.0
2025-06-06,HDFCAMC,45.0,0.0
2025-11-26,HDFCAMC,0.0,2.0
2026-06-05,HDFCAMC,54.0,0.0
2022-11-10,NYKAA,,6.0
2003-06-30,ACC,2.5,
2004-06-28,ACC,4.0,
2005-06-29,ACC,7.0,
2006-03-29,ACC,8.0,
2007-03-14,ACC,15.0,
2007-08-02,ACC,10.0,
2008-04-10,ACC,10.0,
2008-07-31,ACC,10.0,
2009-03-24,ACC,10.0,
2009-07-30,ACC,10.0,
2010-03-23,ACC,13.0,
2010-07-28,ACC,10.0,
2011-03-29,ACC,20.5,
2011-08-03,ACC,11.0,
2012-03-12,ACC,17.0,
2012-08-01,ACC,11.0,
2013-03-21,ACC,19.0,
2013-07-30,ACC,11.0,
2014-03-24,ACC,19.0,
2014-07-28,ACC,15.0,
2015-03-12,ACC,19.0,
2015-07-22,ACC,11.0,
2016-02-22,ACC,6.0,
2016-08-02,ACC,11.0,
2017-03-16,ACC,6.0,
2017-07-25,ACC,11.0,
2018-05-17,ACC,15.0,
2019-03-05,ACC,14.0,
2020-05-19,ACC,14.0,
2021-03-30,ACC,14.0,
2022-04-04,ACC,58.0,
2023-07-07,ACC,9.25,
2024-06-14,ACC,7.5,
2025-06-13,ACC,7.5,
2026-06-12,ACC,7.5,
2026-06-19,AWL,1.0,
2004-08-17,UPL,0.006395,0.0
2005-08-17,UPL,0.255798,0.0
2005-09-27,UPL,0.0,5.0
2006-09-07,UPL,0.319748,0.0
2007-03-21,UPL,0.383697,0.0
2008-09-04,UPL,0.639496,0.0
2008-10-29,UPL,0.0,2.0
2009-09-03,UPL,0.959243,0.0
2010-08-26,UPL,1.278991,0.0
2011-07-14,UPL,1.278991,0.0
2012-04-03,UPL,1.278991,0.0
2012-07-12,UPL,0.319748,0.0
2013-07-04,UPL,1.598739,0.0
2014-08-07,UPL,2.557982,0.0
2015-07-16,UPL,3.197478,0.0
2016-06-16,UPL,3.197478,0.0
2017-06-22,UPL,4.476469,0.0
2018-08-09,UPL,5.115964,0.0
2019-05-28,UPL,5.115964,0.0
2019-07-02,UPL,0.0,1.5
2020-08-19,UPL,5.75546,0.0
2021-07-14,UPL,9.592433,0.0
2022-07-27,UPL,9.592433,0.0
2023-08-03,UPL,9.592433,0.0
2024-08-12,UPL,0.959243,0.0
2025-07-11,UPL,6.0,0.0
2026-07-17,UPL,6.0,0.0
2011-07-08,PIIND,0.4,0.0
2011-08-17,PIIND,0.0,2.0
2011-11-17,PIIND,0.4,0.0
2012-09-05,PIIND,0.6,0.0
2013-04-12,PIIND,0.0,5.0
2013-08-19,PIIND,1.5,0.0
2014-02-21,PIIND,0.5,0.0
2014-09-03,PIIND,1.0,0.0
2014-11-13,PIIND,1.2,0.0
2015-09-08,PIIND,1.3,0.0
2015-11-17,PIIND,1.2,0.0
2016-03-22,PIIND,1.9,0.0
2016-11-16,PIIND,1.5,0.0
2017-08-30,PIIND,2.5,0.0
2017-11-09,PIIND,1.5,0.0
2018-07-30,PIIND,2.5,0.0
2018-11-09,PIIND,2.5,0.0
2019-08-29,PIIND,1.5,0.0
2020-02-24,PIIND,3.0,0.0
2020-09-17,PIIND,1.0,0.0
2021-02-11,PIIND,3.0,0.0
2021-09-06,PIIND,2.0,0.0
2022-02-14,PIIND,3.0,0.0
2022-08-25,PIIND,3.0,0.0
2023-02-24,PIIND,4.5,0.0
2023-08-11,PIIND,5.5,0.0
2024-02-21,PIIND,6.0,0.0
2024-08-20,PIIND,9.0,0.0
2025-02-14,PIIND,6.0,0.0
2025-08-07,PIIND,10.0,0.0
2026-02-23,PIIND,5.0,0.0
2026-08-07,PIIND,10.0,0.0
2012-08-16,MUTHOOTFIN,4.0,
2013-09-12,MUTHOOTFIN,4.5,
2013-11-05,MUTHOOTFIN,3.0,
2014-02-04,MUTHOOTFIN,2.0,
2014-09-10,MUTHOOTFIN,1.0,
2014-10-22,MUTHOOTFIN,4.0,
2015-09-22,MUTHOOTFIN,2.0,
2015-11-05,MUTHOOTFIN,4.0,
2016-03-16,MUTHOOTFIN,2.0,
2017-03-30,MUTHOOTFIN,6.0,
2018-02-15,MUTHOOTFIN,10.0,
2019-04-11,MUTHOOTFIN,12.0,
2020-03-23,MUTHOOTFIN,15.0,
2021-04-22,MUTHOOTFIN,20.0,
2022-04-25,MUTHOOTFIN,20.0,
2023-04-18,MUTHOOTFIN,22.0,
2024-05-31,MUTHOOTFIN,24.0,
2025-04-25,MUTHOOTFIN,26.0,
2026-04-17,MUTHOOTFIN,30.0,
2004-09-29,PGHH,20.0,
2005-11-10,PGHH,40.0,
2006-09-21,PGHH,25.0,
2007-09-27,PGHH,20.0,
2008-09-25,PGHH,20.0,
2009-09-29,PGHH,22.5,
2010-09-23,PGHH,22.5,
2011-10-24,PGHH,22.5,
2011-11-04,PGHH,22.5,
2012-11-20,PGHH,22.5,
2013-11-21,PGHH,25.0,
2014-09-08,PGHH,27.5,
2015-10-19,PGHH,30.25,
2016-11-24,PGHH,36.0,
2017-05-17,PGHH,362.0,
2017-11-07,PGHH,27.0,
2018-11-20,PGHH,40.0,
2019-02-15,PGHH,40.0,
2019-11-19,PGHH,48.0,
2020-11-13,PGHH,105.0,
2021-02-10,PGHH,85.0,
2021-05-11,PGHH,150.0,
2021-11-09,PGHH,80.0,
2022-02-08,PGHH,95.0,
2022-11-04,PGHH,65.0,
2023-02-08,PGHH,80.0,
2023-11-17,PGHH,105.0,
2024-02-09,PGHH,160.0,
2024-11-19,PGHH,95.0,
2025-02-20,PGHH,110.0,
2025-08-28,PGHH,65.0,
2026-02-05,PGHH,195.0,
2002-07-12,BERGEPAINT,0.46503,0.0
2003-07-14,BERGEPAINT,1.116071,0.0
2004-01-06,BERGEPAINT,0.651042,0.0
2004-07-13,BERGEPAINT,0.558036,0.0
2005-01-12,BERGEPAINT,0.130208,0.0
2005-07-11,BERGEPAINT,0.130208,0.0
2005-11-22,BERGEPAINT,0.186012,0.0
2006-07-12,BERGEPAINT,0.186012,0.0
2006-10-12,BERGEPAINT,0.0,1.6
2007-02-22,BERGEPAINT,0.178571,0.0
2007-07-13,BERGEPAINT,0.119048,0.0
2008-07-16,BERGEPAINT,0.14881,0.0
2009-07-22,BERGEPAINT,0.178571,0.0
2010-07-13,BERGEPAINT,0.327381,0.0
2011-03-14,BERGEPAINT,0.14881,0.0
2011-07-20,BERGEPAINT,0.238095,0.0
2012-07-18,BERGEPAINT,0.416667,0.0
2013-07-17,BERGEPAINT,0.535714,0.0
2014-07-16,BERGEPAINT,0.654762,0.0
2015-01-08,BERGEPAINT,0.0,2.0
2015-02-12,BERGEPAINT,0.357143,0.0
2015-07-24,BERGEPAINT,0.386905,0.0
2016-02-17,BERGEPAINT,0.386905,0.0
2016-07-15,BERGEPAINT,0.0,1.4
2016-07-26,BERGEPAINT,0.833333,0.0
2017-07-27,BERGEPAINT,1.458333,0.0
2018-07-26,BERGEPAINT,1.5,0.0
2019-07-26,BERGEPAINT,1.583333,0.0
2020-03-02,BERGEPAINT,1.583333,0.0
2020-09-17,BERGEPAINT,0.25,0.0
2021-08-18,BERGEPAINT,2.333333,0.0
2022-08-18,BERGEPAINT,2.583333,0.0
2023-08-04,BERGEPAINT,2.666667,0.0
2023-09-22,BERGEPAINT,0.0,1.2
2024-08-05,BERGEPAINT,3.5,0.0
2025-08-05,BERGEPAINT,3.8,0.0
2026-08-05,BERGEPAINT,4.0,0.0
1996-11-25,MARICO,0.015625,0.0
1997-07-30,MARICO,0.023438,0.0
1998-05-25,MARICO,0.035156,0.0
1998-11-16,MARICO,0.027344,0.0
1999-05-17,MARICO,0.042969,0.0
1999-11-22,MARICO,0.027344,0.0
2000-08-02,MARICO,0.0,1.6
2001-08-02,MARICO,0.03125,0.0
2001-10-24,MARICO,0.0375,0.0
2002-08-14,MARICO,0.01875,2.0
2002-11-04,MARICO,0.025,0.0
2003-02-10,MARICO,0.025,0.0
2003-07-09,MARICO,0.05,0.0
2003-10-27,MARICO,0.05,0.0
2004-03-22,MARICO,0.0625,0.0
2004-05-06,MARICO,0.0625,2.0
2004-08-13,MARICO,0.05,0.0
2004-11-11,MARICO,0.06,0.0
2005-01-28,MARICO,0.07,0.0
2005-05-03,MARICO,0.0875,0.0
2005-08-05,MARICO,0.06,0.0
2005-10-31,MARICO,0.07,0.0
2006-01-27,MARICO,0.08,0.0
2006-04-27,MARICO,0.1,0.0
2006-07-28,MARICO,0.0675,0.0
2006-10-20,MARICO,0.075,0.0
2007-01-23,MARICO,0.085,0.0
2007-02-21,MARICO,0.0,10.0
2007-03-29,MARICO,0.1,0.0
2007-07-30,MARICO,0.07,0.0
2007-10-29,MARICO,0.075,0.0
2008-04-29,MARICO,0.185,0.0
2008-10-24,MARICO,0.15,0.0
2009-04-27,MARICO,0.175,0.0
2009-10-30,MARICO,0.15,0.0
2010-05-03,MARICO,0.18,0.0
2010-11-01,MARICO,0.15,0.0
2011-05-06,MARICO,0.18,0.0
2011-11-09,MARICO,0.15,0.0
2012-05-08,MARICO,0.2,0.0
2012-11-07,MARICO,0.25,0.0
2013-05-03,MARICO,0.25,0.0
2013-11-01,MARICO,0.375,0.0
2014-02-06,MARICO,0.5,0.0
2014-03-27,MARICO,0.875,0.0
2014-11-13,MARICO,0.5,0.0
2015-02-06,MARICO,0.75,0.0
2015-11-09,MARICO,0.875,0.0
2015-12-22,MARICO,0.0,2.0
2016-02-05,MARICO,1.5,0.0
2016-03-17,MARICO,1.0,0.0
2016-11-16,MARICO,1.5,0.0
2017-02-09,MARICO,2.0,0.0
2017-11-06,MARICO,1.75,0.0
2018-02-16,MARICO,2.5,0.0
2018-11-12,MARICO,2.0,0.0
2019-02-12,MARICO,2.75,0.0
2019-11-04,MARICO,2.75,0.0
2020-02-06,MARICO,3.25,0.0
2020-03-16,MARICO,0.75,0.0
2020-11-05,MARICO,3.0,0.0
2021-03-10,MARICO,4.5,0.0
2021-11-08,MARICO,3.0,0.0
2022-02-04,MARICO,6.25,0.0
2023-03-08,MARICO,4.5,0.0
2023-11-07,MARICO,3.0,0.0
2024-03-06,MARICO,6.5,0.0
2025-02-07,MARICO,3.5,0.0
2025-08-01,MARICO,7.0,0.0
2026-07-30,MARICO,4.0,0.0
