index_id,index_name,symbol,valid_from,valid_to,weightage,source,source_url,notes
219,"Nifty 100",HEROMOTOCO,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",BPCL,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",CHOLAFIN,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",TITAN,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",ADANIGREEN,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",CIPLA,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",BEL,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",SBILIFE,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",TECHM,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",IRCTC,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",HUDCO,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",TATAMOTORS,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",HINDALCO,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",APOLLOHOSP,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",SBIN,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",DMART,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",NIACL,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",INFY,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",RECLTD,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",ITC,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",ULTRACEMCO,2022-01-01,,1.0,nse_website,,
219,"Nifty 100",MUTHOOTFIN,2022-01-01,,1.0,nse_website,,
